timestamp,temperature,hr,spo2,ax,ay,az,gx,gy,gz,perclos,ear,mar,yawn_status,head_angle,auto_label
1762801256.499131,36.82,84.52,96.67,-0.27,-0.1,-1.03,-4.01,-1.53,0.32,3.86,0.37,0.0,Closed,-4.26,Alert
1762800644.2082055,37.43,63.8,90.74,-0.25,-0.07,-1.1,-4.11,-1.42,0.07,92.85,0.07,0.03,Open,1.33,Fatigued
1762800650.7930486,36.52,63.61,90.04,-0.11,-0.19,-0.97,-4.05,-1.63,0.5,83.74,0.13,0.01,Closed,-1.09,Fatigued
1762800751.7824576,37.46,66.79,88.38,-0.41,0.12,-1.2,-4.06,-1.53,0.32,88.78,0.06,0.03,Open,-12.24,Fatigued
1762801040.6813824,36.57,72.88,98.96,-0.3,-0.04,-1.12,-3.96,-1.49,0.22,3.04,0.36,0.0,Closed,2.64,Alert
1762800790.6646328,36.53,63.11,92.91,-0.27,-0.3,-1.11,-3.78,-1.63,0.41,94.71,0.06,0.03,Open,16.36,Fatigued
1762800928.8647997,36.63,75.83,97.46,-0.26,-0.1,-1.02,-4.03,-1.48,0.21,5.77,0.4,0.0,Closed,-2.77,Alert
1762801627.266661,36.39,83.07,96.22,-0.24,-0.06,-1.14,-3.87,-1.46,0.32,2.7,0.33,0.0,Closed,4.12,Alert
1762801540.7861447,36.6,83.73,97.17,-0.35,-0.0,-1.12,-4.03,-1.52,0.29,2.95,0.31,0.0,Closed,-2.35,Alert
1762801465.1156542,36.32,76.28,95.83,-0.3,-0.11,-1.13,-3.89,-1.44,0.27,0.49,0.31,0.0,Closed,3.99,Alert
1762800901.6982338,37.02,60.93,91.57,-0.38,-0.15,-1.09,-4.02,-1.38,0.58,91.54,0.12,0.02,Open,8.22,Fatigued
1762801652.5659266,36.06,82.07,95.65,-0.27,-0.12,-1.0,-4.01,-1.44,0.32,9.86,0.38,0.0,Closed,1.71,Alert
1762800849.7390666,36.05,83.02,95.31,-0.26,-0.01,-1.14,-3.97,-1.46,0.26,4.3,0.29,0.0,Closed,3.77,Alert
1762801506.137899,36.4,81.79,95.35,-0.25,-0.01,-1.08,-4.12,-1.44,0.28,7.81,0.32,0.0,Closed,-4.55,Alert
1762800716.9047527,36.7,61.99,95.15,-0.38,-0.06,-1.08,-4.0,-1.52,0.26,39.44,0.19,0.01,Open,12.82,Drowsy
1762801445.0023892,36.99,74.08,98.38,-0.28,-0.07,-1.03,-3.95,-1.43,0.38,0.4,0.33,0.0,Open,4.33,Alert
1762801486.663608,36.18,71.02,97.5,-0.29,-0.11,-1.01,-3.94,-1.58,0.22,0.27,0.33,0.0,Closed,-0.11,Alert
1762800909.949267,37.24,67.38,89.04,-0.29,-0.17,-1.13,-3.94,-1.28,0.09,80.88,0.12,0.03,Open,18.96,Fatigued
1762800829.004319,36.89,57.16,91.28,-0.47,0.07,-1.04,-3.96,-1.32,0.3,87.05,0.14,0.03,Open,-13.85,Fatigued
1762801175.347246,36.59,71.96,98.55,-0.23,-0.02,-1.11,-4.05,-1.54,0.33,9.67,0.29,0.0,Closed,1.09,Alert
1762800859.850513,37.34,72.73,93.95,-0.25,-0.02,-1.19,-4.15,-1.35,0.23,57.42,0.18,0.01,Closed,10.7,Drowsy
1762800658.7419643,36.76,74.7,97.56,-0.33,-0.09,-1.19,-4.06,-1.52,0.31,52.27,0.28,0.0,Open,-8.98,Drowsy
1762800659.4679687,37.2,57.9,89.88,-0.35,-0.07,-1.02,-4.03,-1.52,0.27,76.39,0.12,0.03,Open,-28.99,Fatigued
1762800721.441362,36.75,79.27,96.38,-0.38,-0.15,-1.08,-3.94,-1.4,0.29,2.04,0.33,0.0,Closed,-4.97,Alert
1762800922.7771704,36.55,63.47,89.92,-0.18,0.02,-1.29,-4.07,-1.64,0.35,87.49,0.07,0.03,Open,6.24,Fatigued
1762800909.411404,37.28,61.45,95.66,-0.36,-0.06,-1.07,-4.05,-1.35,0.17,55.19,0.16,0.01,Open,5.83,Drowsy
1762801574.1039486,36.31,77.91,95.97,-0.25,-0.04,-1.13,-3.89,-1.5,0.34,5.37,0.3,0.0,Closed,2.16,Alert
1762801667.4403012,36.33,74.52,97.82,-0.27,-0.08,-1.12,-4.08,-1.53,0.35,6.37,0.28,0.0,Closed,-2.15,Alert
1762800701.410901,36.63,67.82,91.61,-0.27,-0.05,-1.25,-3.9,-1.59,0.12,76.98,0.08,0.03,Open,21.48,Fatigued
1762800933.9384491,36.43,71.1,97.32,-0.18,-0.02,-1.09,-4.08,-1.48,0.36,1.18,0.32,0.0,Closed,-4.88,Alert
1762801716.9625852,36.05,81.15,99.8,-0.21,-0.0,-1.08,-3.96,-1.53,0.26,8.67,0.35,0.0,Closed,4.79,Alert
1762801578.4925573,36.62,80.97,98.79,-0.31,-0.05,-1.14,-3.92,-1.52,0.38,2.66,0.37,0.0,Closed,4.76,Alert
1762800714.9059136,36.53,64.35,94.05,-0.08,-0.06,-1.02,-3.97,-1.6,0.24,49.78,0.21,0.01,Closed,-0.8,Drowsy
1762801012.2775333,37.1,64.53,93.0,-0.06,0.13,-1.13,-4.01,-1.58,0.17,37.4,0.17,0.01,Closed,-5.99,Drowsy
1762800979.0524323,36.17,72.72,99.81,-0.24,-0.06,-1.07,-4.01,-1.41,0.35,6.83,0.34,0.0,Closed,-4.1,Alert
1762801184.2499592,36.83,70.17,98.57,-0.28,-0.07,-1.09,-3.99,-1.49,0.33,1.61,0.31,0.0,Closed,4.29,Alert
1762801565.003472,36.81,84.76,98.91,-0.28,-0.07,-1.02,-3.99,-1.55,0.29,1.3,0.35,0.0,Closed,-3.18,Alert
1762800770.0715847,37.11,69.14,92.12,-0.16,-0.08,-1.07,-3.92,-1.43,0.39,33.06,0.19,0.01,Closed,12.43,Drowsy
1762800963.2384558,36.78,75.27,98.9,-0.16,-0.14,-1.02,-4.01,-1.48,0.21,0.56,0.35,0.0,Closed,-2.8,Alert
1762801632.8504035,36.5,80.06,99.44,-0.2,-0.06,-1.04,-3.98,-1.56,0.3,9.65,0.31,0.0,Closed,-2.65,Alert
1762801815.2122643,36.34,80.09,99.45,-0.22,-0.13,-1.09,-4.03,-1.46,0.25,2.89,0.29,0.0,Closed,-1.2,Alert
1762800715.285116,36.61,77.21,97.67,-0.12,0.07,-1.02,-4.07,-1.5,0.32,3.0,0.32,0.0,Closed,3.73,Alert
1762801767.9867117,36.84,70.02,98.8,-0.18,-0.09,-1.07,-4.01,-1.61,0.3,6.73,0.31,0.0,Closed,-4.06,Alert
1762800775.1527686,37.15,69.35,92.22,-0.26,0.03,-1.37,-4.09,-1.77,0.09,62.28,0.09,0.03,Open,-19.97,Fatigued
1762801098.046919,36.04,74.58,95.19,-0.17,0.1,-1.09,-4.0,-1.45,0.3,5.5,0.33,0.0,Closed,-4.36,Alert
1762800760.584176,36.54,62.56,90.44,-0.34,-0.02,-0.83,-3.96,-1.42,0.48,91.55,0.15,0.03,Open,13.72,Fatigued
1762801343.7126732,36.59,70.53,97.17,-0.22,0.0,-1.1,-4.03,-1.47,0.28,4.92,0.32,0.0,Open,2.16,Alert
1762800947.402408,37.25,64.38,92.76,-0.31,0.01,-1.01,-3.82,-1.59,0.27,44.58,0.26,0.01,Closed,12.05,Drowsy
1762800702.98828,36.79,58.62,94.76,-0.14,-0.03,-1.06,-3.91,-1.51,0.46,76.62,0.13,0.01,Closed,-17.19,Fatigued
1762800890.8727074,36.42,77.46,96.04,-0.19,-0.1,-1.1,-3.98,-1.59,0.29,1.98,0.34,0.0,Closed,-3.03,Alert
1762800722.9091566,36.77,78.39,99.72,-0.27,-0.08,-1.07,-4.07,-1.54,0.41,8.01,0.33,0.0,Closed,4.28,Alert
1762800973.6943312,36.22,74.09,99.79,-0.24,-0.04,-1.11,-3.89,-1.47,0.28,0.16,0.34,0.0,Closed,-0.46,Alert
1762800834.9172883,36.03,75.06,95.71,-0.24,-0.14,-1.05,-4.1,-1.44,0.32,0.68,0.36,0.0,Closed,2.4,Alert
1762801647.270535,36.85,74.2,99.29,-0.21,-0.1,-1.1,-4.01,-1.55,0.28,3.42,0.34,0.0,Closed,-2.68,Alert
1762800737.1009912,36.96,72.51,97.89,-0.2,-0.06,-1.07,-4.03,-1.45,0.21,1.47,0.29,0.0,Closed,4.94,Alert
1762801203.5928032,36.38,77.32,99.89,-0.27,-0.12,-1.07,-3.99,-1.45,0.27,6.95,0.35,0.0,Closed,-4.88,Alert
1762801661.8756075,36.76,78.11,98.12,-0.35,-0.06,-1.14,-4.02,-1.53,0.29,4.46,0.38,0.0,Closed,0.49,Alert
1762801758.8438585,36.44,76.33,95.36,-0.22,0.01,-1.05,-3.87,-1.5,0.25,2.85,0.36,0.0,Closed,0.29,Alert
1762801314.9886553,36.6,80.99,97.99,-0.27,0.01,-1.14,-4.01,-1.39,0.24,0.1,0.3,0.0,Closed,-1.3,Alert
1762801446.3147027,36.68,81.39,99.19,-0.21,-0.01,-1.09,-4.0,-1.55,0.23,5.98,0.38,0.0,Closed,-4.24,Alert
1762801123.0327995,36.63,79.61,96.04,-0.23,-0.07,-1.11,-3.99,-1.4,0.28,1.79,0.35,0.0,Closed,-4.66,Alert
1762801727.7452924,36.01,74.97,95.26,-0.23,-0.07,-1.11,-3.97,-1.54,0.33,9.17,0.35,0.0,Closed,-3.14,Alert
1762800849.1647625,36.71,69.96,92.78,-0.45,-0.06,-0.91,-3.95,-1.79,0.27,74.97,0.09,0.03,Open,2.38,Fatigued
1762801792.4152718,36.44,83.7,95.69,-0.25,-0.09,-1.04,-4.0,-1.46,0.3,1.6,0.29,0.0,Closed,4.46,Alert
1762801646.237042,36.9,83.77,99.03,-0.28,-0.08,-1.03,-4.0,-1.55,0.23,0.88,0.33,0.0,Closed,-0.93,Alert
1762800920.002208,37.01,73.09,97.72,-0.08,-0.2,-1.13,-3.99,-1.57,0.25,50.76,0.26,0.01,Closed,2.0,Drowsy
1762801422.8300576,36.57,76.87,96.55,-0.15,-0.1,-0.98,-3.99,-1.54,0.3,8.26,0.34,0.0,Closed,-3.86,Alert
1762800666.8645287,36.86,60.8,94.13,-0.08,-0.11,-1.01,-4.19,-1.45,0.29,60.86,0.06,0.01,Closed,20.47,Fatigued
1762801672.1745284,36.31,70.72,99.95,-0.27,-0.1,-1.03,-3.94,-1.55,0.29,4.75,0.31,0.0,Closed,-3.11,Alert
1762800807.0775738,36.59,73.58,95.86,-0.19,-0.12,-1.0,-4.07,-1.49,0.34,37.7,0.25,0.01,Closed,3.96,Drowsy
1762801008.9375355,37.11,62.08,95.68,-0.34,0.09,-1.02,-4.04,-1.61,0.28,59.4,0.21,0.0,Closed,-9.32,Drowsy
1762800777.5694566,36.77,63.08,91.27,-0.07,0.09,-1.03,-4.03,-1.68,0.34,94.75,0.12,0.01,Closed,15.41,Fatigued
1762801019.8640275,36.82,64.54,95.19,-0.29,-0.08,-0.99,-4.06,-1.44,0.18,42.6,0.27,0.01,Open,9.82,Drowsy
1762801394.7175305,36.54,84.98,97.21,-0.29,-0.12,-0.98,-4.05,-1.48,0.33,8.35,0.28,0.0,Closed,-3.31,Alert
1762800820.9193249,36.4,72.45,95.61,-0.18,0.0,-1.09,-3.97,-1.56,0.34,9.77,0.35,0.0,Closed,-2.3,Alert
1762801081.4985921,37.15,73.83,97.07,-0.25,-0.09,-0.95,-3.81,-1.56,0.27,46.43,0.23,0.0,Closed,-4.73,Drowsy
1762800696.9248981,37.33,60.97,96.73,-0.3,-0.03,-1.11,-3.86,-1.41,0.26,39.08,0.18,0.01,Closed,6.97,Drowsy
1762801091.995099,36.54,61.59,92.09,-0.05,-0.05,-1.14,-4.16,-1.46,0.28,20.37,0.19,0.01,Closed,4.71,Drowsy
1762800752.826512,36.53,58.29,94.23,-0.17,0.04,-0.88,-4.02,-1.49,0.47,86.9,0.08,0.02,Open,-9.09,Fatigued
1762801689.5995278,36.17,71.72,95.27,-0.21,-0.07,-1.15,-3.9,-1.4,0.31,5.06,0.34,0.0,Closed,-1.81,Alert
1762801032.9502766,36.75,71.93,97.85,-0.17,0.08,-1.06,-4.0,-1.44,0.29,7.65,0.37,0.0,Closed,-3.59,Alert
1762801000.9664285,36.57,75.3,95.74,-0.25,-0.01,-1.12,-4.0,-1.53,0.37,6.17,0.29,0.0,Closed,-4.8,Alert
1762801023.1738079,37.25,68.83,95.07,-0.4,-0.24,-1.09,-4.06,-1.48,0.11,20.68,0.18,0.01,Closed,7.8,Drowsy
1762800904.0965881,36.26,79.87,98.39,-0.27,-0.04,-1.09,-3.89,-1.42,0.29,3.28,0.4,0.0,Closed,-0.02,Alert
1762801527.8164413,36.35,79.85,99.02,-0.29,-0.04,-1.04,-4.07,-1.52,0.36,9.12,0.32,0.0,Closed,3.2,Alert
1762800839.2484531,36.57,64.31,90.99,-0.41,-0.1,-1.37,-4.25,-1.56,0.18,74.39,0.13,0.04,Open,22.65,Fatigued
1762801031.9908762,36.21,84.87,99.91,-0.21,-0.11,-1.12,-4.0,-1.58,0.25,7.01,0.33,0.0,Closed,-4.42,Alert
1762800702.4689624,37.04,69.43,92.52,-0.31,-0.04,-1.01,-4.1,-1.12,0.53,72.64,0.14,0.02,Open,-24.92,Fatigued
1762801139.5526533,36.26,84.45,97.13,-0.27,-0.08,-1.25,-4.01,-1.44,0.3,4.28,0.31,0.0,Closed,-4.25,Alert
1762800833.8999426,36.74,61.4,92.12,-0.41,-0.11,-1.15,-3.92,-1.5,0.3,56.78,0.17,0.01,Closed,-9.25,Drowsy
1762801700.205764,36.72,76.52,98.24,-0.22,-0.05,-1.04,-3.94,-1.53,0.33,5.87,0.39,0.0,Closed,-1.58,Alert
1762800675.4682186,36.95,72.68,97.52,-0.33,-0.07,-1.1,-3.93,-1.48,0.18,27.64,0.24,0.01,Closed,-14.08,Drowsy
1762800821.222814,37.11,62.11,93.15,-0.18,0.16,-1.1,-3.91,-1.38,0.46,80.15,0.12,0.02,Open,-0.31,Fatigued
1762801742.5473611,36.07,78.58,99.01,-0.15,-0.08,-1.03,-3.97,-1.45,0.32,5.43,0.3,0.0,Closed,2.36,Alert
1762800977.4337192,36.42,72.72,99.96,-0.23,-0.12,-1.06,-3.99,-1.48,0.35,6.03,0.3,0.0,Closed,-1.09,Alert
1762801613.3108306,36.24,72.62,96.32,-0.26,-0.08,-1.05,-3.99,-1.49,0.3,2.57,0.29,0.0,Closed,-4.5,Alert
1762800949.8490908,36.33,81.47,96.47,-0.32,-0.07,-1.08,-4.01,-1.57,0.28,9.66,0.38,0.0,Closed,2.24,Alert
1762801279.9555426,36.33,73.37,97.59,-0.3,-0.02,-1.09,-3.99,-1.46,0.28,8.44,0.33,0.0,Closed,-2.88,Alert
1762801836.4497952,36.32,75.19,98.22,-0.25,-0.06,-1.1,-4.0,-1.44,0.28,6.84,0.35,0.0,Closed,-1.25,Alert
1762800978.2819164,36.16,80.22,97.72,-0.19,-0.05,-1.01,-4.01,-1.53,0.29,0.8,0.3,0.0,Closed,-4.2,Alert
1762801434.1897128,36.05,72.03,96.63,-0.27,-0.04,-1.13,-3.98,-1.51,0.32,9.73,0.32,0.0,Closed,3.1,Alert
1762800946.5541105,36.48,75.98,99.04,-0.2,-0.08,-1.09,-3.98,-1.5,0.32,1.07,0.33,0.0,Closed,0.04,Alert
1762801350.2597613,36.78,72.23,98.07,-0.33,-0.07,-1.09,-4.03,-1.52,0.31,4.64,0.39,0.0,Closed,2.17,Alert
1762801703.3465319,36.46,83.39,98.18,-0.21,-0.06,-1.11,-4.04,-1.56,0.26,0.07,0.36,0.0,Closed,2.36,Alert
1762801781.4029396,36.72,81.27,96.05,-0.3,-0.09,-1.06,-4.01,-1.59,0.36,4.11,0.39,0.0,Closed,-3.13,Alert
1762801320.4437656,36.39,78.48,99.72,-0.34,-0.09,-1.07,-4.02,-1.57,0.32,3.04,0.34,0.0,Closed,-2.95,Alert
1762800809.1451886,37.29,65.97,92.04,-0.45,0.0,-1.11,-3.91,-1.46,0.4,57.09,0.22,0.01,Closed,-1.14,Drowsy
1762801732.2279053,36.36,74.21,98.03,-0.28,0.04,-1.07,-4.07,-1.56,0.28,5.86,0.39,0.0,Closed,-4.57,Alert
1762800997.6183872,37.39,64.23,96.79,-0.36,-0.14,-1.07,-3.75,-1.4,0.33,49.26,0.24,0.01,Closed,2.84,Drowsy
1762800710.4778438,36.98,66.15,93.8,-0.3,-0.11,-1.2,-4.09,-1.59,0.33,42.62,0.26,0.01,Closed,0.25,Drowsy
1762801011.5964804,36.54,72.52,96.37,-0.22,-0.08,-1.1,-4.06,-1.48,0.26,5.65,0.32,0.0,Open,-2.37,Alert
1762801211.092248,36.18,76.89,96.9,-0.24,0.0,-1.09,-4.07,-1.5,0.33,3.85,0.35,0.0,Closed,-3.84,Alert
1762800734.7800782,37.23,69.61,96.24,-0.17,-0.19,-1.08,-4.03,-1.45,0.3,49.01,0.26,0.01,Closed,11.09,Drowsy
1762801192.43044,36.0,73.23,98.49,-0.33,0.01,-1.14,-3.99,-1.53,0.28,9.95,0.34,0.0,Closed,3.24,Alert
1762801304.680041,36.66,84.77,98.24,-0.22,0.0,-0.96,-3.92,-1.47,0.31,2.67,0.39,0.0,Closed,0.04,Alert
1762800766.0326934,37.29,63.69,94.69,-0.22,0.09,-1.25,-3.63,-1.53,0.41,63.43,0.06,0.02,Open,25.09,Fatigued
1762801011.3599398,36.6,67.19,93.39,-0.26,0.05,-0.94,-4.1,-1.47,0.36,48.89,0.21,0.01,Closed,-4.71,Drowsy
1762800958.7346957,36.67,73.65,99.24,-0.27,-0.03,-1.07,-4.04,-1.5,0.33,7.58,0.36,0.0,Closed,3.83,Alert
1762801305.7311177,36.44,84.06,96.34,-0.23,-0.07,-1.02,-4.02,-1.57,0.34,5.06,0.37,0.0,Closed,-0.36,Alert
1762800916.0943196,36.83,61.76,92.89,-0.32,0.1,-1.04,-3.87,-1.48,0.26,78.14,0.08,0.04,Open,-18.49,Fatigued
1762801702.562342,36.6,79.03,95.78,-0.21,-0.07,-0.99,-4.0,-1.53,0.23,5.18,0.34,0.0,Closed,-4.8,Alert
1762801366.4200873,36.95,71.39,98.03,-0.32,0.01,-1.0,-4.02,-1.55,0.31,0.34,0.29,0.0,Closed,4.62,Alert
1762801135.041957,36.33,75.51,95.76,-0.3,-0.15,-1.09,-4.04,-1.5,0.37,7.74,0.4,0.0,Closed,-4.9,Alert
1762800885.1472085,37.04,63.91,90.3,-0.07,0.26,-1.13,-4.03,-1.47,0.32,77.87,0.1,0.02,Open,18.69,Fatigued
1762800841.961946,36.62,56.31,89.45,-0.19,-0.24,-0.77,-3.86,-1.28,0.54,70.96,0.06,0.04,Closed,-7.31,Fatigued
1762801551.1685534,36.17,72.11,98.61,-0.21,-0.07,-0.99,-3.96,-1.45,0.31,1.69,0.33,0.0,Closed,-2.35,Alert
1762800814.8694365,36.52,55.65,89.46,-0.09,-0.02,-1.14,-3.98,-1.33,0.32,72.61,0.11,0.02,Open,-21.4,Fatigued
1762800991.286991,36.53,74.01,93.98,-0.29,-0.21,-1.09,-3.97,-1.65,0.42,50.04,0.21,0.01,Closed,-5.22,Drowsy
1762801811.1951854,36.01,79.78,96.57,-0.19,-0.08,-1.04,-4.05,-1.47,0.36,7.91,0.34,0.0,Closed,-0.98,Alert
1762800853.6086872,36.56,62.41,88.21,-0.48,0.17,-1.05,-3.95,-1.63,0.17,86.36,0.14,0.02,Closed,16.97,Fatigued
1762801839.7083447,36.63,79.55,98.31,-0.32,-0.08,-1.04,-3.94,-1.47,0.18,1.49,0.39,0.0,Closed,-1.01,Alert
1762801484.7269213,36.41,82.9,98.51,-0.28,-0.11,-1.05,-4.01,-1.44,0.31,5.96,0.39,0.0,Closed,-0.07,Alert
1762801533.4084783,36.57,73.06,96.95,-0.24,-0.07,-1.11,-4.01,-1.46,0.34,6.83,0.39,0.0,Closed,0.38,Alert
1762800640.9527986,36.14,81.37,96.7,-0.2,-0.07,-1.13,-3.94,-1.5,0.37,1.24,0.36,0.0,Closed,-0.01,Alert
1762800955.4142387,36.97,72.94,95.01,-0.25,-0.06,-1.1,-4.03,-1.58,0.37,2.85,0.31,0.0,Closed,3.89,Alert
1762801045.9284737,36.53,69.16,96.09,-0.26,-0.12,-0.94,-4.12,-1.63,0.4,56.7,0.15,0.01,Closed,-10.83,Drowsy
1762800869.2766514,37.13,59.19,91.48,-0.27,-0.14,-0.92,-3.97,-1.73,0.23,69.13,0.08,0.01,Open,13.59,Fatigued
1762800852.8268163,37.47,63.73,97.98,-0.42,-0.14,-1.18,-4.02,-1.51,0.39,39.47,0.17,0.01,Open,8.76,Drowsy
1762800794.0677114,36.69,80.88,99.74,-0.24,-0.06,-0.99,-4.02,-1.53,0.33,6.74,0.29,0.0,Closed,-0.87,Alert
1762800783.7840047,36.86,66.86,90.89,-0.27,-0.25,-0.94,-4.15,-1.46,0.31,70.69,0.1,0.02,Open,10.6,Fatigued
1762801053.5288656,36.7,77.99,98.33,-0.18,-0.06,-1.08,-4.04,-1.5,0.29,3.26,0.38,0.0,Closed,3.46,Alert
1762801117.1733756,36.96,63.55,94.91,-0.01,-0.06,-0.99,-3.92,-1.32,0.31,45.76,0.16,0.01,Open,-3.13,Drowsy
1762801284.6980207,36.41,84.15,98.69,-0.22,-0.03,-1.1,-3.96,-1.49,0.24,0.73,0.31,0.0,Closed,-0.44,Alert
1762801012.7068267,37.5,67.02,96.56,-0.16,-0.09,-1.17,-3.94,-1.61,0.39,46.1,0.22,0.01,Closed,5.56,Drowsy
1762800693.0215786,36.68,69.04,94.72,-0.4,0.03,-1.06,-4.28,-1.59,0.32,51.15,0.27,0.01,Closed,9.51,Drowsy
1762801090.6958256,36.57,72.21,95.78,-0.32,-0.01,-1.32,-4.11,-1.27,0.39,55.61,0.24,0.01,Closed,3.2,Drowsy
1762801161.9591494,36.53,71.82,98.56,-0.21,-0.05,-1.16,-3.93,-1.44,0.32,2.79,0.31,0.0,Closed,-4.62,Alert
1762801002.2215466,36.39,73.55,95.04,-0.26,0.03,-0.98,-3.95,-1.46,0.27,0.4,0.34,0.0,Closed,1.71,Alert
1762800874.7735014,36.46,72.09,98.57,-0.31,-0.02,-1.18,-3.97,-1.59,0.19,1.66,0.33,0.0,Closed,-2.11,Alert
1762801105.953129,36.1,82.77,97.9,-0.34,-0.05,-1.2,-3.85,-1.49,0.31,5.13,0.29,0.0,Closed,1.95,Alert
1762801132.1983912,36.34,77.54,98.47,-0.22,-0.02,-1.04,-3.99,-1.49,0.29,1.84,0.32,0.0,Closed,3.32,Alert
1762800776.085472,37.13,63.37,96.75,-0.44,-0.16,-0.96,-4.26,-1.49,0.21,44.68,0.25,0.01,Closed,14.81,Drowsy
1762800699.8118489,36.85,60.18,90.12,-0.3,-0.06,-1.01,-3.9,-1.56,0.48,86.11,0.08,0.01,Closed,-23.74,Fatigued
1762801338.7326212,36.43,75.33,95.04,-0.27,-0.05,-1.12,-3.99,-1.52,0.33,5.69,0.38,0.0,Closed,4.37,Alert
1762800945.9598677,37.06,68.4,92.04,-0.14,-0.23,-1.1,-3.86,-1.52,0.4,21.73,0.27,0.0,Open,-9.49,Drowsy
1762800787.582914,37.12,58.19,94.73,-0.24,-0.09,-1.15,-4.16,-1.34,0.09,88.66,0.1,0.02,Open,15.34,Fatigued
1762801821.9201307,36.19,82.86,99.19,-0.3,-0.08,-1.1,-4.07,-1.56,0.23,0.17,0.33,0.0,Closed,0.48,Alert
1762800744.5945237,36.55,66.47,88.68,-0.18,-0.2,-1.08,-3.86,-1.47,0.4,65.16,0.06,0.03,Open,-25.46,Fatigued
1762801765.2335005,36.22,82.36,95.84,-0.24,-0.06,-1.03,-4.05,-1.5,0.33,2.45,0.33,0.0,Closed,-4.25,Alert
1762800761.3856986,36.34,73.71,98.46,-0.24,-0.09,-1.09,-3.98,-1.49,0.42,9.52,0.29,0.0,Closed,-0.48,Alert
1762801832.9241416,36.06,76.46,97.84,-0.27,0.03,-1.03,-4.04,-1.47,0.34,4.6,0.34,0.0,Closed,2.39,Alert
1762801597.6252246,36.68,75.22,96.91,-0.19,-0.09,-1.04,-4.02,-1.6,0.29,4.3,0.36,0.0,Closed,-3.37,Alert
1762801087.5642595,36.33,71.92,98.94,-0.21,-0.08,-1.14,-3.96,-1.51,0.35,7.98,0.4,0.0,Closed,4.33,Alert
1762800656.904987,37.45,55.49,89.98,-0.25,-0.15,-0.95,-3.92,-1.64,0.58,83.93,0.14,0.03,Open,12.8,Fatigued
1762801645.3848197,36.75,81.1,98.74,-0.33,-0.08,-1.1,-3.98,-1.56,0.33,3.78,0.32,0.0,Closed,-3.33,Alert
1762800932.4555647,37.16,60.55,92.06,-0.28,-0.09,-1.06,-4.06,-1.61,0.33,56.48,0.17,0.01,Closed,8.87,Drowsy
1762800730.0504735,36.02,71.18,96.88,-0.21,-0.05,-1.12,-4.0,-1.55,0.38,6.9,0.28,0.0,Closed,-3.19,Alert
1762801044.404716,36.15,75.32,99.8,-0.24,-0.1,-1.06,-4.03,-1.5,0.23,7.18,0.38,0.0,Closed,4.92,Alert
1762800788.6297374,36.4,84.81,97.04,-0.24,0.04,-1.11,-4.01,-1.52,0.28,8.05,0.36,0.0,Closed,-1.12,Alert
1762800756.4497192,36.31,79.65,99.63,-0.24,-0.11,-1.03,-3.95,-1.48,0.27,9.16,0.36,0.0,Closed,-2.48,Alert
1762800925.6142008,36.93,75.5,95.1,-0.22,-0.07,-1.05,-3.97,-1.54,0.25,5.05,0.35,0.0,Closed,0.85,Alert
1762801457.9772613,36.02,83.5,95.01,-0.26,-0.03,-1.05,-3.96,-1.6,0.34,2.43,0.39,0.0,Closed,4.11,Alert
1762801049.508222,37.24,73.78,93.54,-0.32,-0.04,-1.22,-3.88,-1.51,0.3,49.58,0.2,0.0,Closed,-10.23,Drowsy
1762800695.3082569,36.81,66.49,96.64,-0.19,-0.14,-1.02,-3.9,-1.3,0.34,50.59,0.2,0.01,Closed,8.52,Drowsy
1762801121.6202772,37.4,60.57,93.27,-0.21,-0.09,-1.0,-4.07,-1.45,0.31,44.56,0.21,0.01,Open,-7.7,Drowsy
1762800859.581825,37.46,66.87,89.39,-0.2,0.04,-1.03,-4.19,-1.72,0.55,88.76,0.11,0.02,Closed,18.43,Fatigued
1762801436.4503825,36.84,79.85,97.53,-0.33,-0.05,-1.15,-4.13,-1.53,0.32,4.78,0.31,0.0,Closed,-4.07,Alert
1762801461.3811119,36.1,84.45,97.57,-0.22,-0.07,-1.07,-3.9,-1.46,0.22,1.02,0.34,0.0,Closed,-4.07,Alert
1762800758.2160957,36.6,56.52,92.93,-0.49,0.18,-1.09,-3.9,-1.5,0.36,69.3,0.06,0.03,Closed,-20.23,Fatigued
1762800910.7452312,37.06,67.61,90.05,-0.53,-0.08,-1.21,-3.84,-1.79,0.26,92.84,0.09,0.01,Open,28.87,Fatigued
1762800648.1840303,37.33,70.14,95.77,-0.36,0.17,-1.17,-3.99,-1.42,0.25,56.31,0.26,0.01,Closed,14.3,Drowsy
1762801043.0835109,36.76,73.4,99.72,-0.27,-0.03,-1.06,-4.0,-1.49,0.42,6.43,0.3,0.0,Closed,-0.19,Alert
1762801644.3104835,36.37,70.63,96.63,-0.19,-0.03,-0.97,-3.94,-1.51,0.35,8.16,0.37,0.0,Closed,-1.99,Alert
1762801082.9525292,36.47,77.81,99.59,-0.27,0.04,-1.12,-4.05,-1.48,0.32,5.02,0.37,0.0,Closed,-2.58,Alert
1762800769.9107869,37.07,59.54,93.72,-0.34,-0.2,-1.2,-3.87,-1.52,0.68,81.76,0.11,0.02,Closed,-22.07,Fatigued
1762800801.460606,36.99,60.25,95.98,-0.38,-0.24,-1.18,-3.92,-1.48,0.34,22.52,0.26,0.01,Open,13.58,Drowsy
